Temperature Viscosity Relationship at (Short Term Aging and/or RTFO Condition
Ao, 9.715
VTSo, -3.208
Log Temp (Rankine), Log(Viscosity (cp))
2.69870934944259, 11.4166952121333
2.7240299729356, 9.46916854596779
2.74795530690673, 7.93522737417744
2.77063112777781, 6.71143428404451
