Temperature Viscosity Relationship at (Short Term Aging and/or RTFO Condition
Ao, 10.98
VTSo, -3.68
Log Temp (Rankine), Log(Viscosity (cp))
2.69870934944259, 11.1879262288795
2.7240299729356, 9.02754578253507
2.74795530690673, 7.37096706324182
2.77063112777781, 6.08243462524789
