1,67.6,67.6
2,67.9,67.9
3,68.1,68.1
4,68.2,68.2
5,68.2,68.2
6,68.4,68.4
7,68.5,68.5
8,68.7,68.7
9,68.9,68.9
10,69.3,69.3
11,69.7,69.7
12,69.9,69.9
13,70.1,70.1
14,70.2,70.2
15,70.3,70.3
16,70.4,70.4
17,70.4,70.4
18,70.5,70.5
19,70.6,70.6
20,70.7,70.7
21,70.9,70.9
22,71.1,71.1
23,71.3,71.3
24,71.5,71.5
25,71.6,71.6
26,71.7,71.7
27,71.8,71.8
28,71.9,71.9
29,72,72
30,72,72
31,72.1,72.1
32,73.7,73.7
33,73.9,73.9
34,74.1,74.1
35,74.3,74.3
36,74.5,74.5
37,74.6,74.6
38,74.7,74.7
39,74.8,74.8
40,74.9,74.9
41,75,75
42,75.1,75.1
43,75.2,75.2
44,75.4,75.4
45,75.5,75.5
46,75.7,75.7
47,75.9,75.9
48,76,76
49,76.1,76.1
50,76.3,76.3
51,76.4,76.4
52,76.5,76.5
53,76.6,76.6
54,76.7,76.7
55,82.6,82.6
56,83.2,83.2
57,83.3,83.3
58,83.5,83.5
59,83.7,83.7
60,83.8,83.8
61,84,84
62,84.1,84.1
63,84.2,84.2
64,84.3,84.3
65,84.4,84.4
66,84.5,84.5
67,84.7,84.7
68,85.5,85.5
69,86.4,86.4
70,86.6,86.6
71,86.8,86.8
72,87,87
73,87.1,87.1
74,87.3,87.3
75,87.4,87.4
76,87.5,87.5
77,87.6,87.6
78,87.8,87.8
79,87.9,87.9
80,88.1,88.1
81,88.2,88.2
82,88.4,88.4
83,88.6,88.6
84,88.8,88.8
85,88.9,88.9
86,89,89
87,89.2,89.2
88,89.3,89.3
89,89.4,89.4
90,89.6,89.6
91,89.7,89.7
92,89.8,89.8
93,90,90
94,90.2,90.2
95,90.4,90.4
96,90.5,90.5
97,90.7,90.7
98,90.8,90.8
99,91,91
100,91.1,91.1
101,91.2,91.2
102,91.4,91.4
103,91.5,91.5
104,91.8,91.8
105,92,92
106,92.2,92.2
107,92.3,92.3
108,92.5,92.5
109,92.7,92.7
110,92.8,92.8
111,93,93
112,93.1,93.1
113,93.2,93.2
114,93.4,93.4
115,93.5,93.5
116,93.7,93.7
117,93.9,93.9
118,94,94
119,94.2,94.2
120,94.4,94.4
121,94.6,94.6
122,94.8,94.8
123,94.9,94.9
124,95.1,95.1
125,95.2,95.2
126,95.4,95.4
127,96.4,96.4
128,96.5,96.5
129,96.7,96.7
130,96.9,96.9
131,97.1,97.1
132,97.3,97.3
133,97.5,97.5
134,97.6,97.6
135,97.8,97.8
136,97.9,97.9
137,98.1,98.1
138,98.3,98.3
139,98.4,98.4
140,98.6,98.6
141,98.8,98.8
142,98.9,98.9
143,99.1,99.1
144,99.3,99.3
145,99.5,99.5
146,99.7,99.7
147,99.8,99.8
148,100,100
149,100.2,100.2
150,100.3,100.3
151,100.5,100.5
152,100.7,100.7
153,100.8,100.8
154,101,101
155,101.3,101.3
156,101.5,101.5
157,101.7,101.7
158,101.8,101.8
159,102,102
160,102.2,102.2
161,102.4,102.4
162,102.5,102.5
163,102.7,102.7
164,102.9,102.9
165,103.1,103.1
166,103.3,103.3
167,103.5,103.5
168,103.7,103.7
169,103.9,103.9
170,104.1,104.1
171,104.2,104.2
172,104.4,104.4
173,104.6,104.6
174,104.8,104.8
175,105,105
176,105.1,105.1
177,105.4,105.4
178,105.6,105.6
179,105.8,105.8
180,106.1,106.1
181,106.3,106.3
182,106.5,106.5
183,106.6,106.6
184,106.8,106.8
185,107,107
186,107.2,107.2
187,107.4,107.4
188,107.6,107.6
189,107.8,107.8
190,108,108
191,108.2,108.2
192,108.4,108.4
193,108.6,108.6
194,108.8,108.8
195,109,109
196,109.2,109.2
197,109.4,109.4
198,109.6,109.6
199,109.8,109.8
200,110,110
201,110.3,110.3
202,110.6,110.6
203,110.8,110.8
204,111,111
205,111.2,111.2
206,111.5,111.5
207,111.6,111.6
208,111.8,111.8
209,112,112
210,112.2,112.2
211,112.4,112.4
212,112.6,112.6
213,112.9,112.9
214,113.1,113.1
215,113.3,113.3
216,113.6,113.6
217,113.8,113.8
218,114,114
219,114.2,114.2
220,114.4,114.4
221,114.6,114.6
222,114.8,114.8
223,115,115
224,115.3,115.3
225,115.5,115.5
226,115.7,115.7
227,115.9,115.9
228,116.2,116.2
229,116.4,116.4
230,116.6,116.6
231,116.8,116.8
232,117.1,117.1
233,117.3,117.3
234,117.5,117.5
235,117.7,117.7
236,117.9,117.9
237,118.1,118.1
238,118.4,118.4
239,118.6,118.6
240,118.9,118.9
